Latitude,Longitude,LandslideN,Country,Date,Day,Month,Year,Continent,Fatalities,Trigger,Report_1,Source_1,Report_2,Source_2,Report_3,Source_3,Report_4,Source_4,Location_M,Precision,Location_R,geometry,WKT_GEOM
"14,87857246","120,2124235",3800,Philippines,2013-09-22,22,9,2013,S.E. Asia,3,rainfall,"At least three people were killed in a landslide brought about by floods and heavy rainfall, Subic Mayor Jay Khonghun said in an interview with Radyo Inquirer 990AM Monday.

In later radio interview, Khonghun said the number of casualties rose to six.

T",http://manilainformer.com/99462/subic-isolated-by-floods-6-dead-in-landslide/,,,,,,,Wawandue,"1676396,08359","Barangay Wawandue in Subic, Zambales",POINT Z (120.2124235 14.87857246 3800),POINT (120.2124235 14.87857246)
"14,83326295","120,1757574",3801,Philippines,2013-09-22,22,9,2013,S.E. Asia,12,rainfall,"At least 15 people have died from the landslides unleashed in three villages in Subic, Zambales by three days of record rains, Mayor Jeffrey Khonghun said late Monday.

In an interview with News5 anchor Twink Macaraig, Khonghun said their teams have so f",http://www.interaksyon.com/article/71338/9-confirmed-dead-in-subic-landslides-us-embassy-asked-to-re-direct-phiblex-drills-to-rescue-ops,,,,,,,Cawag,"103561057,772","Barangay Cawad, Subic, Zambales",POINT Z (120.1757574 14.83326295 3801),POINT (120.1757574 14.83326295)
"14,87934752","120,2566353",3802,Philippines,2013-09-22,22,9,2013,S.E. Asia,6,rainfall,found five other bodies in Barangay San Isidro where they are searching for one more.,http://www.interaksyon.com/article/71338/9-confirmed-dead-in-subic-landslides-us-embassy-asked-to-re-direct-phiblex-drills-to-rescue-ops,,,,,,,San Isidro,"991106,257364","Barangay San Isidro, Subic, Zambales",POINT Z (120.2566353 14.87934752 3802),POINT (120.2566353 14.87934752)
"13,81644715","120,9837976",3810,Philippines,2013-09-26,26,9,2013,S.E. Asia,1,rainfall,"A woman died while her husband and 8-month-old son survived after a landslide hit their house on Thursday night in Barangay Inicbulan in Bauan, Batangas, officials said on Friday.

Vicente Tomazar, director of the Calabarzon (Cavite, Laguna, Batangas, Ri",http://newsinfo.inquirer.net/496657/woman-dies-in-landslide,,,,,,,Inicbulan,"1810426,30986","Barangay Inicbulan in Bauan, Batangas",POINT Z (120.9837976 13.81644715 3810),POINT (120.9837976 13.81644715)
"12,72057158","123,8858958",3815,Philippines,2013-10-05,5,10,2013,S.E. Asia,1,illegal hillcutting,"A 12-year-old boy died on Saturday afternoon when a portion of a hill suddenly collapsed and buried him alive in Barangay Calomagon, Bulan, Sorsogon, an official of the Philippine National Police Bicol said Sunday.

Inspector Malu Calubaquid, PNP-Bicol s",http://cbanga360.net/2013/10/landslide-sorsogon-town-kills-12-year-old-boy/,,,,,,,Calomagon,"2777045,28858","Barangay Calomagon, Bulan, Sorsogon",POINT Z (123.8858958 12.72057158 3815),POINT (123.8858958 12.72057158)
"10,07611216","125,564502",3860,Philippines,2013-12-24,24,12,2013,S.E. Asia,1,rainfall,"BUTUAN CITY – Two persons died and another one was injured when landslides hit two municipalities of Dinagat Islands province, the Municipal Disaster Risk Reduction and Management Councils (MDRRMC’s) reported yesterday.
 
Quoting reports from MDRRMC,",http://www.tempo.com.ph/2013/12/2-dead-in-dinagat-slides/,"Landslides triggered by heavy rains left two men dead in a village and the mining site of Wellex Mining Corp. in Dinagat Islands on Christmas Eve and yesterday, according to reports.

The Philippine Information Agency’s Caraga office, quoting a report",http://www.philstar.com/nation/2013/12/26/1271978/2-dead-dinagat-islands-landslides,,,,,Navarro,"3373607,40564","Purok 4, Barangay Navarro, in Basilisa town, Dina*",POINT Z (125.564502 10.07611216 3860),POINT (125.564502 10.07611216)
"7,824945465","126,1736987",3871,Philippines,2014-01-12,12,1,2014,S.E. Asia,1,rainfall,"A seven-year-old girl was killed and seven others were injured when a landslide struck Purok 22 in Barangay Mt. Diwata (popularly known as Diwalwal), Compostela Valley province around 7 a.m. Sunday. Three other persons remain missing and 30 families were",http://www.mindanews.com/top-stories/2014/01/12/1-killed-3-missing-in-diwalwal-landslide/,,,,,,,Mount Diwata,"47441677,1212",Barangay Mt. Diwata (popularly known as Diwalwal)*,POINT Z (126.1736987 7.824945465 3871),POINT (126.1736987 7.824945465)
"7,085482844","126,39886",3872,Philippines,2014-01-12,12,1,2014,S.E. Asia,6,rainfall,"The Office of Civil Defense (OCD) in Davao said five persons were buried alive in a landslide in Barangay Tubaon, Tarragona, Davao Oriental.  Davao-OCD regional director Loreto Rirao identified the fatalities as Misael Cabales, Ramil Legaspi, Niño Madin",http://www.philstar.com/headlines/2014/01/14/1278579/landslides-floods-kill-14-mindanao,"NRRDMA report Ramil Legaspi
Bangol, Tarragona
Due to landslide
1
Niño Madindin
Bangol, Tarragona
Due to landslide
1
Alfredo Moses
Bangol, Tarragona
Due to landslide
1
Roy Baron
Bangol, Tarragona
Due to landslide
1
Misael Cabales
Bangol, Tarragona
Due to",http://www.ndrrmc.gov.ph/attachments/article/1139/NDRRMC%20Update%20Sitrep%20No.%2033%20%201Feb%202014%206AM.pdf,,,,,Tubaon,"20421996,8979","Barangay Tubaon, Tarragona, Davao Oriental",POINT Z (126.39886 7.085482844 3872),POINT (126.39886 7.085482844)
"7,731131467","126,0736291",3873,Philippines,2014-01-12,12,1,2014,S.E. Asia,1,rainfall,"In Barangay Babag, also in Monkayo, a two-year-old child identified only by the surname Aquino died in another landslide.",http://www.philstar.com/headlines/2014/01/14/1278579/landslides-floods-kill-14-mindanao,,,,,,,Babag,"11984303,0446","Barangay Babag, Monkayo",POINT Z (126.0736291 7.731131467 3873),POINT (126.0736291 7.731131467)
"9,929809497","125,6591401",3874,Philippines,2014-01-12,12,1,2014,S.E. Asia,8,rainfall,"Another report from the Dinagat Islands Provincial Disaster Risk Reduction and Management Council said at least six persons were killed while two others went missing after a landslide hit Barangay Poblacion in the mining town of Cagdianao.

Dinagat Islan",http://www.philstar.com/headlines/2014/01/14/1278579/landslides-floods-kill-14-mindanao,Confirmed in NDRRMC report,http://www.ndrrmc.gov.ph/attachments/article/1139/NDRRMC%20Update%20Sitrep%20No.%2033%20%201Feb%202014%206AM.pdf,,,,,Poblacion,"10985602,7642",Barangay Poblacion in the mining town of Cagdiana*,POINT Z (125.6591401 9.929809497 3874),POINT (125.6591401 9.929809497)
"8,842757475","125,1586557",3875,Philippines,2014-01-12,12,1,2014,S.E. Asia,1,rainfall,"NRRDMA report: Pablo E. Monterola
71 / M
Purok Ipil, Brgy. Anakan, Gingoog
City
Due to landslide",http://www.ndrrmc.gov.ph/attachments/article/1139/NDRRMC%20Update%20Sitrep%20No.%2033%20%201Feb%202014%206AM.pdf,,,,,,,Anakan,"2288549,77834","Purok Ipil, Brgy. Anakan, Gingoog City, Misamis O*",POINT Z (125.1586557 8.842757475 3875),POINT (125.1586557 8.842757475)
"7,533140992","126,2290576",3876,Philippines,2014-01-12,12,1,2014,S.E. Asia,2,rainfall,"NRRDMA report: Antonio Manla
54 / M
Andap, New Bataan
Due to landslide; previously reported
as missing AND Estanislao Manla
Andap, New Bataan
Due to landslide; previously reported
as Estanislao Mania",http://www.ndrrmc.gov.ph/attachments/article/1139/NDRRMC%20Update%20Sitrep%20No.%2033%20%201Feb%202014%206AM.pdf,,,,,,,Andap,"67464132,256","Andap, New Bataan",POINT Z (126.2290576 7.533140992 3876),POINT (126.2290576 7.533140992)
"7,085482844","126,39886",3877,Philippines,2014-01-12,12,1,2014,S.E. Asia,1,rainfall,"NDRRMC REPORT: 1
Leo Arenas
Tubaon, Tarragona
Previously reported as Boy Arenas;
Due to landslide",http://www.ndrrmc.gov.ph/attachments/article/1139/NDRRMC%20Update%20Sitrep%20No.%2033%20%201Feb%202014%206AM.pdf,,,,,,,Tubaon,"20421996,8979","Tubaon, Tarragona, Davao Oriental",POINT Z (126.39886 7.085482844 3877),POINT (126.39886 7.085482844)
"7,683370999","126,1316545",3879,Philippines,2014-01-12,12,1,2014,S.E. Asia,2,rainfall,"NDRRMC REPORT:   Lupe Dawang
54 y/o
La Filipina, Tagum City
Due to landslide in Bango, Compostela
Valley
1
Francisco Rivera
65 y/o
La Filipina, Tagum City
Previously reported as missin",http://www.ndrrmc.gov.ph/attachments/article/1139/NDRRMC%20Update%20Sitrep%20No.%2033%20%201Feb%202014%206AM.pdf,,,,,,,Ngan,"16390357,3673","Bango, Compostela Valley",POINT Z (126.1316545 7.683370999 3879),POINT (126.1316545 7.683370999)
"8,310795058","125,9609021",3880,Philippines,2014-01-12,12,1,2014,S.E. Asia,1,rainfall,"NDRRMC REPORT:   Saturnino Decoy, Sr.
49 / M
Brgy. Jagupit, Santiago, Agusan del
Norte
1
Saturnino Decoy, Jr.
35 / M
Brgy. Jagupit, Santiago, Agusan del
Norte
1
Loloy Salabe
9 / M
Brgy. Jagupit, Santiago, Agusan del
Norte DUR TO LANDSLIDE",http://www.ndrrmc.gov.ph/attachments/article/1139/NDRRMC%20Update%20Sitrep%20No.%2033%20%201Feb%202014%206AM.pdf,,,,,,,Bayugan 3,"61196157,2567","P-3 Bayugan 3, Rosario, Agusan del Sur",POINT Z (125.9609021 8.310795058 3880),POINT (125.9609021 8.310795058)
"9,242885208","125,6489115",3881,Philippines,2014-01-12,12,1,2014,S.E. Asia,3,rainfall,"NDRRMC REPORT:   Isagani T. Pedillo
42 / M
P-3 Bayugan 3, Rosario
Due to landslide",http://www.ndrrmc.gov.ph/attachments/article/1139/NDRRMC%20Update%20Sitrep%20No.%2033%20%201Feb%202014%206AM.pdf,,,,,,,Jagupit,"22604155,6046","Brgy. Jagupit, Santiago, Agusan del Norte",POINT Z (125.6489115 9.242885208 3881),POINT (125.6489115 9.242885208)
"12,46506212","122,4890507",3958,Philippines,2014-04-16,16,4,2014,S.E. Asia,3,illegal mining,"Three persons believed to be engaged in illegal mining were buried underground when a landslide occurred at a mining site in Barangay Dulangan, Magdiwang, Romblon on Wednesday.",http://www.totallymanila.com/government/three-killed-in-romblon-mine-landslide,"Rains spawned by a Low Pressure Area (LPA) in the Visayas triggered a landslide in a mining site in Romblon, burying three small-scale miners alive.

Senior Supt. Danilo Abadiano, director of the Romblon police, said the victims are believed to be engage",http://www.tempo.com.ph/2014/04/3-miners-buried-in-landslide/#.U2e8DqJuqSo,,,,,Dulangan,"5960765,90001","Barangay Dulangan, Magdiwang, Romblon",POINT Z (122.4890507 12.46506212 3958),POINT (122.4890507 12.46506212)
"13,98991226","121,0901345",4061,Philippines,2014-07-13,13,7,2014,S.E. Asia,2,rainfall,Details in NRDMMC report,http://www.ndrrmc.gov.ph/attachments/article/1234/NDRRMC%20Updates%20on%20TY%20GLENDA%20-%20240600H%20Jul%202014.pdf,,,,,,,Nangkaan,"1831075,61392",Nangkaan Mataas na Kahoy,POINT Z (121.0901345 13.98991226 4061),POINT (121.0901345 13.98991226)
"14,79531857","121,1942559",4086,Philippines,2014-07-23,23,7,2014,S.E. Asia,2,rainfall,"Two kids were killed on Wednesday after their house was buried during a landslide due to the torrential rains in Rizal province.

Quoting the initial information from the Rizal Provincial Disaster Risk Reduction and Management Office, a radio report said",http://www.philstar.com/nation/2014/07/23/1349444/2-kids-killed-rizal-landslide,,,,,,,San Isidro,"17737987,9391","Sitio Banbanin, Lukutang Maliit, Barangay San Isi*",POINT Z (121.1942559 14.79531857 4086),POINT (121.1942559 14.79531857)
"12,19983162","124,4356463",4087,Philippines,2014-07-26,26,7,2014,S.E. Asia,2,rainfall,"Two boulders smashed into a shanty, killing a nine-month pregnant mother and her 12-year-old daughter on Saturday in a village along Maharlika Highway in this city.

Instantly killed were Marife Monteves, 37, and daughter Danica, of Barangay Cagnipa, a v",http://www.sunstar.com.ph/breaking-news/2014/07/27/pregnant-woman-daughter-killed-calbayog-rock-slide-356210,"Two persons died and another two were injured in a rockslide in Calbayog City, Samar last weekend, a disaster management official said.

National Disaster Risk Reduction and Management Council Executive Director Alexander Pama said the rockslide occurred",http://www.philstar.com/nation/2014/07/28/1351337/2-killed-rock-slide-samar,,,,,Cagnipa,"9602728,88796","Barangay Cagnipa, 27 km from Calbayog City, Samar",POINT Z (124.4356463 12.19983162 4087),POINT (124.4356463 12.19983162)
"7,682799658","125,2669466",4149,Philippines,2014-09-03,3,9,2014,S.E. Asia,2,rainfall,"At least three people were killed while nearly 4,000 people were affected by flash floods and landslides that hit parts of Mindanao earlier this week, the National Disaster Risk Reduction and Management Council said Thursday.

In its report, the NDRRMC s",http://www.gmanetwork.com/news/story/377733/news/regions/ndrrmc-3-killed-3-770-affected-in-lpa-triggered-flash-floods-landslides-in-mindanao,,,,,,,Santa Filomena,"57062372,6368","Sitio Calot, Barangay Sta. Felomina, Quezon in Bu*",POINT Z (125.2669466 7.682799658 4149),POINT (125.2669466 7.682799658)
"13,3089854","122,057559",4162,Philippines,2014-09-09,9,9,2014,S.E. Asia,1,rainfall,"A 75-year-old woman was killed in a rockslide caused by heavy rain in Marinduque province Tuesday afternoon, the National Disaster Risk Reduction and Management Council said Wednesday.

In its report, the NDRRMC identified the fatality as Susana Frias Pe",http://www.gmanetwork.com/news/story/378480/news/regions/ndrrmc-1-killed-as-heavy-rain-triggers-rockslide-landslide-in-marinduque,,,,,,,Buangan,"7682843,7063","Barangay Buangan in Torrijos town in Marinduque,",POINT Z (122.057559 13.3089854 4162),POINT (122.057559 13.3089854)
"10,48680044","123,970212",4182,Philippines,2014-10-08,8,10,2014,S.E. Asia,1,construction,"A 50- year-old man died after a cliff beside him caved in while he was quarrying limestone in Sitio Calumaran, Barangay Basak, this town.

Emmanuel Parcon, who has been quarrying limestone in the area despite warnings from barangay officials, died after",http://www.tempo.com.ph/2014/10/09/man-dies-in-landslide/,,,,,,,Basak,"4986461,82352","Sitio Calumaran, Barangay Basak, Compostela, Cebu",POINT Z (123.970212 10.48680044 4182),POINT (123.970212 10.48680044)
"12,60469564","122,0529695",4187,Philippines,2014-10-26,26,10,2014,S.E. Asia,2,rainfall,"An elderly woman and her granddaughter died in a landslide in Calatrava, Romblon before dawn on Monday.

Calatrava Mayor Robert Fabella said the house of the victims was buried under the ruble after a portion of a mountain in Barangay San Roque gave way",http://www.abs-cbnnews.com/nation/regions/10/27/14/elderly-woman-killed-romblon-landslide,,,,,,,San Roque,"8966747,54634","Barangay San Roque, Calatrava, Romblon",POINT Z (122.0529695 12.60469564 4187),POINT (122.0529695 12.60469564)
"10,30867477","123,7918139",4202,Philippines,2014-12-01,1,12,2014,S.E. Asia,1,rainfall,"A 44-year-old woman died, her husband, nephew and grandson injured, when rocks rained on them on Talisay-Toledo Wharf Access Road in the landslide and rockslide prone area of Barangay Manipis, Talisay City yesterday dawn.

Mila Dablo was pronounced dead",http://www.philstar.com:8080/metro-cebu/2014/12/02/1398192/manipis-rockslide-kills-woman-injures-3,,,,,,,Manipis,"7675561,98135","Barangay Manipis, Talisay City, Manipis",POINT Z (123.7918139 10.30867477 4202),POINT (123.7918139 10.30867477)
"13,50055526","120,9538807",4205,Philippines,2014-12-09,9,12,2014,S.E. Asia,1,rainfall,"A man died in a landslide in Puerto Galera, Oriental Mindoro on Tuesday.

The victim, 20-year-old David John Blanca, died after a portion of a riprap collapsed and buried his road-side store in Barangay Poblacion.

Puerto Galera Mayor Hubert Dolor said t",http://www.abs-cbnnews.com/nation/regions/12/09/14/1-dead-puerto-galera-landslide,,,,,,,Poblacion,"1034756,12443","Barangay Poblacion, Puerto Galera, Oriental Mindo*",POINT Z (120.9538807 13.50055526 4205),POINT (120.9538807 13.50055526)
"7,948036279","124,0405002",4210,Philippines,2014-12-21,21,12,2014,S.E. Asia,1,rainfall,"A construction worker died on the spot while another survived in a landslide along the national road en-route to Cadulawan, Munai, Lanao del Norte on Sunday.

Lieutenant Colonel Leomar Jose Doctolero, commanding officer of 15th Infantry battalion of the",http://archive.sunstar.com.ph/cagayan-de-oro/local-news/2014/12/23/construction-worker-dies-lanao-norte-landslide-383427,,,,,,,North Cadulawan,"584394,92756","Cadulawan, Munai, Lanao del Norte",POINT Z (124.0405002 7.948036279 4210),POINT (124.0405002 7.948036279)
"11,78921001","124,877239",4225,Philippines,2014-12-30,30,12,2014,S.E. Asia,1,rainfall,See report,http://www.ndrrmc.gov.ph/attachments/article/1367/NDRRMC_Update_Sitrep_22_Effects_of_TS_SENIANG_10Jan2015_0800H.pdf,,,,,,,Mercedes,"3188564,37738","Batangay Mercedes, Catbalogan, Samar",POINT Z (124.877239 11.78921001 4225),POINT (124.877239 11.78921001)
"8,690084726","125,9524216",4226,Philippines,2014-12-30,30,12,2014,S.E. Asia,1,rainfall,See report,http://www.ndrrmc.gov.ph/attachments/article/1367/NDRRMC_Update_Sitrep_22_Effects_of_TS_SENIANG_10Jan2015_0800H.pdf,,,,,,,San Martin,"28496532,3071","Barangay San Nartin, Prosperidad, Caraga",POINT Z (125.9524216 8.690084726 4226),POINT (125.9524216 8.690084726)
"8,436298804","123,1833822",4243,Philippines,2015-02-03,3,2,2015,S.E. Asia,2,rainfall,"A man and a child were buried by a landslide Monday morning in Barangay Panampalay, President Manuel A. Roxas, Zamboanga del Norte, a police report said.

Inspector Dhalan Sammudin, spokesperson of Police Regional Office 9, said the body of 53-year-old R",http://www.interaksyon.com/article/104288/2-buried-by-zamboanga-del-norte-landslide,,,,,,,Panampalay,"3296844,06851","Panampalay, Roxas, Zamboanga del Norte",POINT Z (123.1833822 8.436298804 4243),POINT (123.1833822 8.436298804)
"7,860271436","123,195331",4267,Philippines,2015-03-10,10,3,2015,S.E. Asia,1,construction,"A CONSTRUCTION worker was buried alive while another survived in a landslide in Zamboanga del Sur, the police said Wednesday.

Inspector Dahlan Samuddin, Police Regional Office-Zamboanga Peninsula information officer, said the incident took place around",http://archive.sunstar.com.ph/zamboanga/local-news/2015/03/11/landslide-kills-1-injures-another-396907,,,,,,,Biswangan,"7199379,79951","Biswagan, Lakewood, Zamboanga del Sur",POINT Z (123.195331 7.860271436 4267),POINT (123.195331 7.860271436)
"16,92995739","120,9350069",4464,Philippines,2015-08-21,21,8,2015,S.E. Asia,1,rainfall,See SitRep,http://www.ndrrmc.gov.ph/attachments/article/2536/Sitrep_No_23_re_Preparedness_Measures_and_Effects_of_TY_INENG_08SEP2015_1700H.pdf,,,,,,,Namatec,"12152885,1405","Namatec, Sabangan, Mount Province",POINT Z (120.9350069 16.92995739 4464),POINT (120.9350069 16.92995739)
"16,75674788","120,7768205",4466,Philippines,2015-08-21,21,8,2015,S.E. Asia,2,rainfall,See SitRep,http://www.ndrrmc.gov.ph/attachments/article/2536/Sitrep_No_23_re_Preparedness_Measures_and_Effects_of_TY_INENG_08SEP2015_1700H.pdf,,,,,,,Gambang,"31321487,1839","Takayan, Gambang, Bakun, Benguet Province",POINT Z (120.7768205 16.75674788 4466),POINT (120.7768205 16.75674788)
"16,82010926","120,8585979",4467,Philippines,2015-08-21,21,8,2015,S.E. Asia,1,rainfall,See SitRep,http://www.ndrrmc.gov.ph/attachments/article/2536/Sitrep_No_23_re_Preparedness_Measures_and_Effects_of_TY_INENG_08SEP2015_1700H.pdf,,,,,,,Bangao,"13250308,0511","Labayan, Bangao, Buguias, Benguet",POINT Z (120.8585979 16.82010926 4467),POINT (120.8585979 16.82010926)
"16,89432918","120,7545295",4468,Philippines,2015-08-21,21,8,2015,S.E. Asia,1,rainfall,See SitRep,http://www.ndrrmc.gov.ph/attachments/article/2536/Sitrep_No_23_re_Preparedness_Measures_and_Effects_of_TY_INENG_08SEP2015_1700H.pdf,,,,,,,Cabiten,"22917071,5346","Geweng, Cabitan, Mankayan, Benguet",POINT Z (120.7545295 16.89432918 4468),POINT (120.7545295 16.89432918)
"16,83836778","120,815455",4469,Philippines,2015-08-21,21,8,2015,S.E. Asia,1,rainfall,See SitRep,http://www.ndrrmc.gov.ph/attachments/article/2536/Sitrep_No_23_re_Preparedness_Measures_and_Effects_of_TY_INENG_08SEP2015_1700H.pdf,,,,,,,Bulalacao,"10657512,3128","Sitio Cotot, Bulalacao, Mankayan, Benguet",POINT Z (120.815455 16.83836778 4469),POINT (120.815455 16.83836778)
"16,83836778","120,815455",4471,Philippines,2015-08-22,22,8,2015,S.E. Asia,1,rainfall,See SitRep,http://www.ndrrmc.gov.ph/attachments/article/2536/Sitrep_No_23_re_Preparedness_Measures_and_Effects_of_TY_INENG_08SEP2015_1700H.pdf,,,,,,,Bulalacao,"10657512,3128","Sitio Cotot, Bulalacao, Mankayan, Benguet",POINT Z (120.815455 16.83836778 4471),POINT (120.815455 16.83836778)
"16,55957344","120,7049505",4472,Philippines,2015-08-22,22,8,2015,S.E. Asia,1,rainfall,See SitRep,http://www.ndrrmc.gov.ph/attachments/article/2536/Sitrep_No_23_re_Preparedness_Measures_and_Effects_of_TY_INENG_08SEP2015_1700H.pdf,,,,,,,Topdac,"9229728,13338","Topdac, Atoc, Benguet",POINT Z (120.7049505 16.55957344 4472),POINT (120.7049505 16.55957344)
"16,79287087","120,7942193",4474,Philippines,2015-08-22,22,8,2015,S.E. Asia,14,rainfall,"The body of a miner who went missing 26 days earlier was found on Wednesday afternoon (September 16) in Sitio Elizabeth, Barangay Taneg, Mankayan, Benguet

Ronaldo Angel from Aurora Province, a small-scale miner, went missing after a landslide during the",http://cnnphilippines.com/regional/2015/09/18/Body-of-last-missing-miner-recovered-26-days-after-Benguet-landslide.html,,,,,,,Taneg,"16551372,1927","Sitio Elizabeth, Barangay Taneg, Mankayan, Benguet",POINT Z (120.7942193 16.79287087 4474),POINT (120.7942193 16.79287087)
"10,37667324","123,927014",4496,Philippines,2015-09-14,14,9,2015,S.E. Asia,1,rainfall,"A teenage boy died after rocks and mud fell their house, subdivision developer blamed for incident.

Landslide occurred in Barangay Tawason, Mandaue City, hit three houses and killed a teenage boy. The area has been identified as a landslide-prone area b",http://freedistrict.com/asia/philippines-landslide-in-mandaue-kills-teenager-14977.html,,,,,,,Tawason,"1724320,93084","Tawason, Mandaue City, Cebu",POINT Z (123.927014 10.37667324 4496),POINT (123.927014 10.37667324)
"11,98781121","121,9163933",4505,Philippines,2015-09-23,23,9,2015,S.E. Asia,1,rainfall,"A construction worker was killed while two other workers were rescued Wednesday morning, September 23, following a landslide in Boracay Island triggered by rain.

Rene Granito Daclis, 28, native of Parañaque City who was temporarily staying at Sitio Ha",http://www.rappler.com/nation/106909-boracay-construction-site,,,,,,,Yapak,"4024789,2972","Yapak, Boracay Island",POINT Z (121.9163933 11.98781121 4505),POINT (121.9163933 11.98781121)
"16,73231641","120,9277769",4534,Philippines,2015-10-18,18,10,2015,S.E. Asia,1,rainfall,See NRDMMC report,http://www.ndrrmc.gov.ph/attachments/article/2607/SitRep_No_11_re_Preparedness_Measures_and_Effects_of_Typhoon_LANDO_21OCT2015_0600H.pdf,,,,,,,Ahin,"21985613,289","Ahin, Tinoc, Ifugao",POINT Z (120.9277769 16.73231641 4534),POINT (120.9277769 16.73231641)
"16,41519736","120,5783131",4538,Philippines,2015-10-19,19,10,2015,S.E. Asia,2,rainfall,See NRDMMC report,http://www.ndrrmc.gov.ph/attachments/article/2607/SitRep_No_11_re_Preparedness_Measures_and_Effects_of_Typhoon_LANDO_21OCT2015_0600H.pdf,,,,,,,San Luis Village,"658305,64707","Quezon Hill, Baguio City",POINT Z (120.5783131 16.41519736 4538),POINT (120.5783131 16.41519736)
"16,46506343","120,5950327",4540,Philippines,2015-10-19,19,10,2015,S.E. Asia,2,rainfall,See NRDMMC report,http://www.ndrrmc.gov.ph/attachments/article/2607/SitRep_No.10_re_Preparedness%20Measures%20and%20Effects%20of%20Typhoon%20LANDO%20(I.N%20KOPPU)%2023%20October%202015%200600H.pdf,,,,,,,Cruz,"482162,795799","Lower Cruz. La Trinidad, Benguet",POINT Z (120.5950327 16.46506343 4540),POINT (120.5950327 16.46506343)
"14,69765189","121,5990057",4590,Philippines,2015-12-16,16,12,2015,S.E. Asia,1,rainfall,"A soldier was killed while three others were slightly hurt when their civilian vehicle was caught in a landslide in Infanta, Quezon, on Wednesday night during the height of Typhoon Nona, according to a military spot report on Thursday.

Killed on the spo",http://www.gmanetwork.com/news/story/548252/news/regions/soldier-killed-3-others-hurt-in-quezon-landslide,,,,,,,Magsaysay,"8617216,22171","m 8, Bgy Magsaysaysay, Infanta, Quezon",POINT Z (121.5990057 14.69765189 4590),POINT (121.5990057 14.69765189)
"10,33213529","123,9005685",4681,Philippines,2016-04-18,18,4,2016,S.E. Asia,2,rainfall,"While the rain on Monday night provided relief to the parched land in the city, it triggered a landslide that claimed the life of a three-year-old boy.
Jacob Basak was already dead when brought to the Vicente Sotto Memorial Medical Center (VSMMC)  along",http://newsinfo.inquirer.net/780298/3-year-old-boy-killed-in-cebu-city-landslide,"feet under the ground after a landslide covered their house in Barangay Lahug, Cebu City last Tuesday afternoon.

Their neighbors and relatives told stories of the sweet, obedient children of Mitos and Ian Lumapas Sr.

Their aunt Cindy Lumapas said Vanva",http://www.sunstar.com.ph/cebu/local-news/2016/04/22/aunt-remembers-2-nephews-killed-tuesdays-landslide-469519,,,,,Lahug,"5617278,84156","Sitio Sun-ok, Barangay (village) Lahug, Cebu City",POINT Z (123.9005685 10.33213529 4681),POINT (123.9005685 10.33213529)
"8,515319729","126,0482109",4687,Philippines,2016-04-22,22,4,2016,S.E. Asia,3,rainfall,"The bodies of the three miners, who were buried alive Friday night due to a landslide in a gold rush area in the mountain village of Tambis in this town, were finally retrieved after a massive 20-hour search and rescue operation conducted by the teams fr",http://www.mb.com.ph/bodies-of-3-miners-retrieved-from-mudslide-in-surigao/,,,,,,,Tambis,"12012879,705","Tambis, Barobo, Surigao del Sur",POINT Z (126.0482109 8.515319729 4687),POINT (126.0482109 8.515319729)
"10,58449752","123,9945144",4754,Philippines,2016-06-12,12,6,2016,S.E. Asia,2,rainfall,"2 boys swept by landslide
Monday, June 13, 2016
By
Kevin A. Lagunda

TWO boys died after they were carried away by flashflood and drowned in a river in Sitio Malubog in Barangay Ipil, Carmen yesterday morning.

Police identified the casualties as Johnlee",http://www.sunstar.com.ph/cebu/local-news/2016/06/13/2-boys-swept-landslide-479197,,,,,,,Ipil,"4529869,43974","Malubog in Barangay Ipil, Carmen",POINT Z (123.9945144 10.58449752 4754),POINT (123.9945144 10.58449752)
"12,90508535","123,6139439",4763,Philippines,2016-06-15,15,6,2016,S.E. Asia,1,rainfall,"A driver was buried alive inside his truck when a part of the mountain in Sitio Pinaric, Barangay Ogod, Donsol, Sorsogon, eroded around 3:00 p.m. Wednesday.
A police report identified the victim as Salvador M. Cadag, 40, a resident of the place, who was",http://www.radyonatin.com/story.php?storyid=11313,,,,,,,Ogod,"3696488,06395","Sitio Pinaric, Barangay Ogod, Donsol, Sorsogon",POINT Z (123.6139439 12.90508535 4763),POINT (123.6139439 12.90508535)
"16,80807162","120,8321894",4995,Philippines,2016-10-20,20,10,2016,S.E. Asia,1,rainfall,"DISASTER RESPONSE PILLAR
TY LAWIN SITUATION REPOR
T NO. 11
October
23
,
2016 , 6
:
00 AM
30
PRO7:
?
To provide officer led security escort to onboard C130 from Mactan Cebu to
Cagayan (Two team
s per one C130).
NCRTS:
?
To provide police trainee to assist",http://digitaleducation.net/drrphilippines/wp-content/uploads/2016/10/SitRep-11-October-23-2016-6AM-Catmon.pdf,,,,,,,Abatan,"3147362,1671","Tbacca, Abatan, Baguias, Benguet",POINT Z (120.8321894 16.80807162 4995),POINT (120.8321894 16.80807162)
