WKT,src_name,src_link,ev_id,ev_date,ev_time,ev_title,ev_desc,loc_desc,loc_acc,ls_cat,ls_trig,ls_size,ls_setting,fatalities,injuries,storm_name,photo_link,comments,ev_imp_src,ev_imp_id,latitude,longitude,ctry_name,ctry_code,div_name,gaz_point,gaz_dist,sub_date,edit_date,source,method,img_type,sat_date_b,sat_date_a,citation
POINT (104.385898759 21.5200970130001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Tram Tau 2017,Tram Tau Yen Bai Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,21.52009701,104.38589876,Vietnam,VN,Yen Bai,Nghia Lo,15.24,,,COOLR_R,,,,,
POINT (104.349261372 21.473031195),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Tram Tau 2017,Tram Tau Yen Bai Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,21.4730312,104.34926137,Vietnam,VN,Yen Bai,Lao Phou Van,12.64,,,COOLR_R,,,,,
POINT (104.624422363 20.5351414200001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Muong Lat 2018,Muong Lat Tanh Hoa Vietnam 2018,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,20.53514142,104.62442236,Vietnam,VN,Thanh Hoa,Muong Lat,3.28,,,COOLR_R,,,,,
POINT (104.600382531 21.2588216460001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Phu Yen 2017,Phu Yen Son La Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,21.25882165,104.60038253,Vietnam,VN,Son La,Ban Pho,4.94,,,COOLR_R,,,,,
POINT (102.327094777 19.780629817),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Xieng Ngeun 2018,Xieng Ngeun Luang Prabang Laos 2018,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,19.78062982,102.32709478,Laos,LA,Louangphabang,Xiang Ngeun,15.23,,,COOLR_R,,,,,
POINT (93.8667404780001 22.9575705070001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Falam 2015,Falam Chin Myanmar 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,22.95757051,93.86674048,Myanmar,MM,Chin,Falam,19.84,,,COOLR_R,,,,,
POINT (-123.523467 43.399103),The News Review,http://www.nrtoday.com/news/local/north_county/rock-slide-blocks-tyee-road/article_4352fd2f-6fcc-540c-8c3c-7fa815396b61.html,10364,2016/11/09,05:00,Rockslide on Tyee Road,An early morning rock slide on Tyee Road blocked about three-quarters of the highway.  The slide happened about six miles northwest of the Lighthouse Center Bakery and Cafe in Umpqua.,"Tyee Road, Oregon",1km,rock_fall,unknown,medium,above_road,0.0,0.0,,,,GLC,,43.399103,-123.523467,United States,US,Oregon,Umpqua River,6.56,2017/07/12,,COOLR_R,,,,,
POINT (152.8915 -26.8493999999999),merredin.yourguide,http://merredin.yourguide.com.au/news/national/national/general/landslide-closes-popular-glass-house-walk/784921.aspx,569,2008/06/06,,"Glass House Mountains National Park, Queensland",The Mt Beerwah track and lookout in Glass House Mountains National Park has been closed after rangers this morning found the track had been blocked,"Glass House Mountains National Park, Queensland",25km,complex,rain,small,unknown,0.0,0.0,,,,GLC,569,-26.8494,152.8915,Australia,AU,Queensland,Beerwah,7.07,2014/04/01,,COOLR_R,,,,,
POINT (21.4743 42.9124),"Kt.gov 9Ð¡Ñ€Ð¿ÑÐºÐ¸ English Shqip Ð‹Ð¸Ñ€Ð¸Ð»Ð¸Ñ†Ð° Latinica               Government of Serbia Coordination Body for the Municipalities of Presevo, Bujanovac and Medvedja)",http://www.kt.gov.rs/en/news/news-archive/hazardous-landslide-in-lece/,8909,2016/07/08,,"Lece, Serbia","Estimated Date. A landslide, which had been caused by a heavy rainfall in the upper part of the Jablanica region, stated coming down a steep slope in Lece.  Since it poses a danger to the environment and the flow of traffic on the local road, which is of","Lece, Serbia",5km,landslide,downpour,medium,above_road,0.0,0.0,,http://www.kt.gov.rs/images/1467973678_news_pic_0807_1.jpg,,GLC,8909,42.9124,21.4743,Serbia,RS,Toplica,Tulare,13.24,2016/07/12,,COOLR_R,,,,,
POINT (94.6829429100001 18.7656759600001),NASA SERVIR Science Coordination Office & SERVIR-Mekong,https://servir.adpc.net/,11781,,,Landslide in Myanmar,,,exact,landslide,unknown,unknown,burned_area,0.0,0.0,,,Cherrington/High/,SMMML,202,18.76567596,94.68294291,Myanmar,MM,Rakhine,Buyo Chaung,19.85,2018/08/17,,COOLR_R,,,,,
POINT (99.7243384800001 20.6556062400001),NASA SERVIR Science Coordination Office & SERVIR-Mekong,https://servir.adpc.net/,12067,,,Landslide in Myanmar,,,exact,landslide,unknown,unknown,unknown,0.0,0.0,,,Muench/Medium/adjusted confidence/,SMMML,488,20.65560624,99.72433848,Myanmar,MM,Shan,Wan En,18.1,2018/08/17,,COOLR_R,,,,,
POINT (96.0823445600001 18.4826277600001),NASA SERVIR Science Coordination Office & SERVIR-Mekong,https://servir.adpc.net/,12184,,,Landslide in Myanmar,,,exact,landslide,unknown,unknown,deforested_slope,0.0,0.0,,,Adams/Medium/adjusted confidence/,SMMML,605,18.48262776,96.08234456,Myanmar,MM,Bago,Pegu,16.37,2018/08/17,,COOLR_R,,,,,
POINT (93.8242670330001 23.8281542240001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Falam 2015,Falam Chin Myanmar 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,23.82815422,93.82426703,Myanmar,MM,Chin,Manipur,11.35,,,COOLR_R,,,,,
POINT (93.8476496760001 23.388526884),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Falam 2015,Falam Chin Myanmar 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,23.38852688,93.84764968,Myanmar,MM,Chin,Neyinzaya Chaung,20.11,,,COOLR_R,,,,,
POINT (104.372964167 21.552980318),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Tram Tau 2017,Tram Tau Yen Bai Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,21.55298032,104.37296417,Vietnam,VN,Yen Bai,Nghia Lo,14.67,,,COOLR_R,,,,,
POINT (-108.260446 39.1879240000001),KKCO Channel 11 News,http://www.nbc11news.com/home/headlines/Rockslide-on-Grand-Mesa-248898451.html,9781,2017/03/03,unknown,125-foot-wide Rockslide over the Grand Mesa,"A 125-foot-wide rockslide has closed the main highway over the Grand Mesa near Interstate-70. A 125-foot-wide rockslide has closed the main highway over the Grand Mesa near Interstate-70.  According to the Colorado Department of Transportation, Friday mo","Highway 65, near Interstate-70, Grand Mesa, CO, Y:39.187924 X:-108.260446",5km,rock_fall,unknown,small,above_road,0.0,0.0,,http://media.graytvinc.com/images/810*607/ROCKSLIDE+VO.jpg,,GLC,,39.187924,-108.260446,United States,US,Colorado,Palisade,20.38,2017/10/02,,COOLR_R,,,,,
POINT (103.751665479 22.3596339650001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Tam Duong 2018,Tam Duong Lai Chau Vietnam 2018,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,22.35963397,103.75166548,Vietnam,VN,Lai Chau,Cha Pa,8.83,,,COOLR_R,,,,,
POINT (104.764183867 21.049824702),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Phu Yen 2017,Phu Yen Son La Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,21.0498247,104.76418387,Vietnam,VN,Son La,Ban Pho,26.21,,,COOLR_R,,,,,
POINT (170.551639869 -45.879568849),Otago Daily Times,https://www.odt.co.nz/news/dunedin/flooding-closes-dunedin-roads,11532,2018/04/29,,Portobello Road Landslip near Proctors Road,"A landslip occurred on Portobello Road near Proctors Road in Dunedin. Heavy persistent rain throughout the weekend loosened the soil, causing debris to tumble onto the road. The road was cleared on the same day. Elsewhere, the rains caused flooding on mu","294-314 Portobello Rd, The Cove, Dunedin, 9077",1km,mudslide,downpour,small,above_road,0.0,0.0,,https://www.odt.co.nz/sites/default/files/image1_3.jpeg,,GLC,,-45.87956885,170.55163987,New Zealand,NZ,Otago,Port Chalmers,9.21,2018/06/06,,COOLR_R,,,,,
POINT (93.8590004800001 23.228636769),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Falam 2015,Falam Chin Myanmar 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,23.22863677,93.85900048,Myanmar,MM,Chin,Kalemyo,20.69,,,COOLR_R,,,,,
POINT (98.1765233690001 16.8640450510001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Hpa-An 2018,Hpa-An Kayin Myanmar 2018,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,16.86404505,98.17652337,Myanmar,MM,Kayin,Htisekaw,6.58,,,COOLR_R,,,,,
POINT (83.8734000000001 28.0989000000001),myRepublica,http://www.myrepublica.com/portal/index.php?action=news_details&news_id=81821,6553,2014/08/26,18:00,Putalibazaar Municipality-9,Among the dead Urmila Shah of Putalibazaar Municipality-9 was buried to death in a landslide resulting from continuous downpour,Putalibazaar Municipality-9,10km,landslide,continuous_rain,medium,unknown,1.0,0.0,,,,GLC,6553,28.0989,83.8734,Nepal,NP,Gandaki,Bahakot,5.88,2014/12/17,,COOLR_R,,,,,
POINT (-81.7737 28.5529000000001),www.wftv.com,http://www.wftv.com/news/news/local/clermont-home-filled-3-feet-mud-after-heavy-rain/nXdM4/,4830,2013/04/30,21:00,"Clermont, Fl (Sunnyside Drive)",Cleanup continues Thursday after a Clermont couple was forced from its home Tuesday night after a landslide filled the home with at least 3 feet of mud.,"Clermont, Fl (Sunnyside Drive)",5km,mudslide,rain,medium,unknown,0.0,0.0,,,,GLC,4830,28.5529,-81.7737,United States,US,Florida,Clermont,1.01,2014/04/01,,COOLR_R,,,,,
POINT (104.094708448 21.526270143),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Muong La 2017,Muong La Son La Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,21.52627014,104.09470845,Vietnam,VN,Son La,Ban Na Tong,8.13,,,COOLR_R,,,,,
POINT (86.71 27.0000000000001),kantipuronline,http://www.kantipuronline.com/kolnews.php?&nid=154598,665,2008/07/24,,Saptari district,"Dozens of villages were hit by floods and landslides, destroying properties and displacing hundreds of people in the wake of incessant monsoon rainfall in various parts of the country",Saptari district,50km,landslide,downpour,large,unknown,0.0,0.0,,,,GLC,665,27.0,86.71,Nepal,NP,Sagarmatha,Sun  Kosi,24.49,2014/04/01,,COOLR_R,,,,,
POINT (103.665666875 22.3839858440001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Tam Duong 2018,Tam Duong Lai Chau Vietnam 2018,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,22.38398584,103.66566688,Vietnam,VN,Lai Chau,Ban Ko La,8.5,,,COOLR_R,,,,,
POINT (120.5876 16.4003000000001),abs-cbnnews,http://www.abs-cbnnews.com/nation/regions/05/27/10/4-hurt-baguio-city-landslide,1907,2010/05/27,04:00,"house near Marcos Highway, Santo Tomas, Baguio City","Four people were hurt after a two-storey chalet crashed down in a landslide in Baguio City, before dawn Thursday.  Chief Superintendent Villamor Bumanlag, Cordillera Administrative Region police chief, said landslide took place around 3:45 a.m..  Bumanla","house near Marcos Highway, Santo Tomas, Baguio City",5km,landslide,downpour,medium,unknown,0.0,0.0,,,,GLC,1907,16.4003,120.5876,Philippines,PH,Benguet,Baguio,1.61,2014/04/01,,COOLR_R,,,,,
POINT (143.427857 -38.7815899999999),news.com.au,http://www.news.com.au/national/breaking-news/five-people-rescued-in-drenched-victoria/news-story/cd636f1694615a4b1c56ddc479d5ca48,11067,2016/09/14,,Landslide on the Great Ocean Road,"Communities along the Great Ocean Road are being warned of the risk of further landslides after 50km of the route, which cuts into steep terrain along the Victorian surf coast, was closed due to landslips and fallen trees.","Great Ocean Road, Along the Victorian Coast, Victoria, Australia",5km,landslide,flooding,unknown,unknown,0.0,0.0,,,,GLC,,-38.78159,143.427857,Australia,AU,Victoria,Hordern Vale,6.87,2017/07/10,,COOLR_R,,,,,
POINT (104.545399456 20.486242845),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Muong Lat 2018,Muong Lat Tanh Hoa Vietnam 2018,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,20.48624285,104.54539946,Vietnam,VN,Thanh Hoa,Muong Lat,7.5,,,COOLR_R,,,,,
POINT (109.199530321 12.151423863),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Nha Trang 2018,Nha Trang Khanh Hoa Vietnam 2018,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,12.15142386,109.19953032,Vietnam,VN,Khanh Hoa,Hon Tre,13.97,,,COOLR_R,,,,,
POINT (98.2115136410001 16.881103459),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Hpa-An 2018,Hpa-An Kayin Myanmar 2018,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,16.88110346,98.21151364,Myanmar,MM,Kayin,Htisekaw,10.02,,,COOLR_R,,,,,
POINT (104.386329155 21.509573152),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Tram Tau 2017,Tram Tau Yen Bai Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,21.50957315,104.38632916,Vietnam,VN,Yen Bai,Nghia Lo,15.92,,,COOLR_R,,,,,
POINT (104.066801571 21.8195874690001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Mu Chang Chai 2017,Mu Chang Chai Yen Bai Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,21.81958747,104.06680157,Vietnam,VN,Yen Bai,Poun Loung,16.09,,,COOLR_R,,,,,
POINT (106.84168949 -6.25047402699994),Berita Jakarta,http://www.beritajakarta.com/2008/en/newsview.aspx?idwil=0&id=23260,4331,2012/04/21,14:00,"Kalibaru Plaster, behind Perdatam Shelter, Wisma Haroen, Jl Raya Pasar Minggu, Pancoran, South Jakarta","No casualty reported after the landslide which was occurred in Kalibaru Plaster along 50 meters which located behind Perdatam Shelter, Wisma Haroen, Jl Raya Pasar Minggu, Pancoran, South Jakarta. This landslide can endanger building which is precisely on","Kalibaru Plaster, behind Perdatam Shelter, Wisma Haroen, Jl Raya Pasar Minggu, Pancoran, South Jakarta",1km,landslide,downpour,medium,urban,0.0,0.0,,,,GLC,4331,-6.25047403,106.84168949,Indonesia,ID,Jakarta Raya,Halim Perdanakusuma International,5.65,2014/04/01,,COOLR_R,,,,,
POINT (-118.135497845 48.7532464650001),The Nelson Daily,http://thenelsondaily.com/news/updated-highway-3-east-greenwood-now-open-44284#.WX9EpzLytaQ,10504,2017/04/14,,Landslide closes US-395,Landslide closes road in both directions 10 miles NW of Kettle Falls,"25115-25199 US-395, Kettle Falls, Washington, 99141",1km,landslide,rain,small,above_road,0.0,0.0,,,,GLC,,48.75324647,-118.13549785,United States,US,Washington,Boyds,2.59,2017/07/28,,COOLR_R,,,,,
POINT (98.9464680880001 8.28531063400004),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Khao Phanom 2011,Khao Phanom Krabi Thailand 2011,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,8.28531063,98.94646809,Thailand,TH,Krabi,Krabi,11.01,,,COOLR_R,,,,,
POINT (94.0324889230001 23.7516223800001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Falam 2015,Falam Chin Myanmar 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,23.75162238,94.03248892,Myanmar,MM,Chin,Seksih,18.09,,,COOLR_R,,,,,
POINT (98.16751657 16.9424634220001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Hpa-An 2018,Hpa-An Kayin Myanmar 2018,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,16.94246342,98.16751657,Myanmar,MM,Kayin,Htisekaw,14.93,,,COOLR_R,,,,,
POINT (105.042794828 20.919372432),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Da Bac 2017,Da Bac Hoa Binh Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,20.91937243,105.04279483,Vietnam,VN,Hoa Binh,Gieu Ca,8.88,,,COOLR_R,,,,,
POINT (107.276519447 16.4064842290001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Phong Dien 2020,Phong Dien Thua Thien-Hue Vietnam 2020,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,16.40648423,107.27651945,Vietnam,VN,Thua Thien-Hue,Song Ta Trach,12.92,,,COOLR_R,,,,,
POINT (103.41108845 22.6630879730001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Phong Tho 2018,Phong Tho Lai Chau Vietnam 2018,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,22.66308797,103.41108845,Vietnam,VN,Lai Chau,Ma Li Chai,14.57,,,COOLR_R,,,,,
POINT (104.077497206 21.507249164),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Muong La 2017,Muong La Son La Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,21.50724916,104.07749721,Vietnam,VN,Son La,Ban Na Tong,6.18,,,COOLR_R,,,,,
POINT (104.575265099 21.3793339650001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Phu Yen 2017,Phu Yen Son La Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,21.37933397,104.5752651,Vietnam,VN,Son La,Ban Pho,15.22,,,COOLR_R,,,,,
POINT (94.047918295 23.731540914),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Falam 2015,Falam Chin Myanmar 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,23.73154091,94.0479183,Myanmar,MM,Chin,Seksih,17.97,,,COOLR_R,,,,,
POINT (-122.0471 38.7122000000001),idahostatesman,http://www.idahostatesman.com/2012/12/02/2367089/us-95-closed-due-to-mudslide-south.html,4648,2012/12/02,,"U.S. 16, Capa Valley, CA","Multiple rock and mudslides have closed Highway 16 in the Capay Valley A Caltrans crew was able to clear the main mudslide above Rumsey by late morning Sunday, but it'll take a bit more work to clear some large boulders blocking parts of the highway in s","U.S. 16, Capa Valley, CA",5km,mudslide,rain,medium,unknown,0.0,0.0,,,,GLC,4648,38.7122,-122.0471,United States,US,California,Esparto,3.38,2014/04/01,,COOLR_R,,,,,
POINT (93.935246664 23.3748703810001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Falam 2015,Falam Chin Myanmar 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,23.37487038,93.93524666,Myanmar,MM,Chin,Neyinzaya Chaung,11.12,,,COOLR_R,,,,,
POINT (78.3157524970001 30.614614225),Nyoooz,https://www.nyoooz.com/news/dehradun/776445/landslides-in-garhwal-leave-travellers-stranded-for-hours/,10069,2017/04/06,,Landslide on NH-34 at Dharashu,Night of heavy rains and snowfall triggers landslide that blocks road at Dharashu,"Dharashu, Uttarkashi, Uttarakhand, India",1km,landslide,downpour,small,above_road,0.0,0.0,,,,GLC,,30.61461423,78.3157525,India,IN,Uttaranchal,Chham,10.66,2017/08/04,,COOLR_R,,,,,
POINT (-123.4284 44.6336000000001),Oregon DOT,,8735,2012/01/18,16:00,"OR 223, milepost 28",,"OR 223, milepost 28",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,ODOT,8735,44.6336,-123.4284,United States,US,Oregon,Philomath,11.81,2016/07/08,,COOLR_R,,,,,
POINT (106.677266069 16.866143763),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Huong Hua 2020,Huong Hua Quang Tri Vietnam 2020,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,16.86614376,106.67726607,Vietnam,VN,Quang Tri,Bo Ho Su,10.13,,,COOLR_R,,,,,
POINT (103.882993586 22.140114447),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Than Uyen 2018,Than Uyen Lai Chau Vietnam 2018,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,22.14011445,103.88299359,Vietnam,VN,Lao Cai,Pac Tha,7.87,,,COOLR_R,,,,,
POINT (-85.688 13.8176),El Nuevo Diario,http://www.elnuevodiario.com.ni/nacionales/372954-evacuan-cinco-familias-deslizamiento-tierra-jinote/,7470,2015/10/08,,"Wamblán, Jinotega",5 families evacuated,"Wamblán, Jinotega",10km,landslide,rain,medium,unknown,0.0,0.0,,,,GLC,7470,13.8176,-85.688,Nicaragua,NI,Jinotega,Rio Gusaneras,19.53,2016/02/08,,COOLR_R,,,,,
POINT (93.805442789 23.514611116),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Falam 2015,Falam Chin Myanmar 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,23.51461112,93.80544279,Myanmar,MM,Chin,Seksih,17.15,,,COOLR_R,,,,,
POINT (98.1209678290001 17.0450190020001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Hpa-An 2018,Hpa-An Kayin Myanmar 2018,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,17.045019,98.12096783,Myanmar,MM,Kayin,Thamo,14.21,,,COOLR_R,,,,,
POINT (104.105814267 21.7925207920001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Mu Chang Chai 2017,Mu Chang Chai Yen Bai Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,21.79252079,104.10581427,Vietnam,VN,Yen Bai,Poun Loung,11.06,,,COOLR_R,,,,,
POINT (43.4889000000001 42.0603),civil,http://www.civil.ge/eng/article.php?id=23640,3615,2011/06/17,18:00,Surami : Damage caused by the largest mudslide in at least fifty years at the Rikoti pass in central Georgiawill probably be more than GEL 10 million*,"Damage caused by the largest mudslide in at least fifty years at the Rikoti pass in central Georgiawill probably be more than GEL 10 million (about USD 6 million), Prime Minister Nika Gilauri said on Sunday. Four people were killed and two are missing as",,5km,mudslide,downpour,medium,unknown,4.0,0.0,,,,GLC,3615,42.0603,43.4889,Georgia,GE,Imeret'i,Georgia,8.66,2014/04/01,,COOLR_R,,,,,
POINT (104.715503635 20.592975902),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Muong Lat 2018,Muong Lat Tanh Hoa Vietnam 2018,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,20.5929759,104.71550364,Vietnam,VN,Thanh Hoa,Muong Lat,14.2,,,COOLR_R,,,,,
POINT (-123.5827 45.5635),Oregon DOT,,8130,2015/12/08,12:00,"OR 6, milepost 20",,"OR 6, milepost 20",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,ODOT,8130,45.5635,-123.5827,United States,US,Oregon,Nehalem River,20.49,2016/07/01,,COOLR_R,,,,,
POINT (102.440564305 19.822975882),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Xieng Ngeun 2018,Xieng Ngeun Luang Prabang Laos 2018,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,19.82297588,102.44056431,Laos,LA,Louangphabang,Ban Pak Mene,13.52,,,COOLR_R,,,,,
POINT (101.453 21.7254),The Hindu,http://www.thehindu.com/news/international/six-killed-in-landslip-in-china/article8374369.ece,9430,2016/03/19,,Mengla,"At least six workers have been killed after a landslip struck a rubber factory in southwest China’s Yunnan province.  The workers were building a wall yesterday at the foot of a 50-metre tall mound, which was part of the craggy mountains against which",Mengla,50km,landslide,construction,medium,mine,6.0,1.0,,,,GLC,9430,21.7254,101.453,China,CN,Yunnan,Meng-pan,20.62,2016/08/05,,COOLR_R,,,,,
POINT (93.8829257260001 23.2849567590001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Falam 2015,Falam Chin Myanmar 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,23.28495676,93.88292573,Myanmar,MM,Chin,Neyinzaya Chaung,19.43,,,COOLR_R,,,,,
POINT (88.609 27.337),beacononline.wordpress,http://beacononline.wordpress.com/2008/08/31/landslide-victims-being-compensated/,755,2008/08/28,,"Ranka, Sikkim and Louing road","most affected villages of block level are Pabing, Changram, Doksing and Thami Dara","Ranka, Sikkim and Louing road",25km,landslide,downpour,medium,unknown,0.0,0.0,,,,GLC,755,27.337,88.609,India,IN,Sikkim,Tista,16.73,2014/04/01,,COOLR_R,,,,,
POINT (-79.4295 9.15590000000003),news.xinhuanet,http://news.xinhuanet.com/english/2008-08/27/content_9721298.htm,750,2008/08/26,,Panama city and Inter-American Highway,occurred throughout Panama City and blocked road in multiple places,Panama city and Inter-American Highway,50km,landslide,downpour,medium,unknown,0.0,0.0,,,,GLC,750,9.1559,-79.4295,Panama,PA,Panamá,Rio Utive,8.38,2014/09/12,,COOLR_R,,,,,
POINT (104.781499145 21.056624506),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Phu Yen 2017,Phu Yen Son La Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,21.05662451,104.78149915,Vietnam,VN,Son La,Ban Pho,26.44,,,COOLR_R,,,,,
POINT (104.904248656 21.0487126),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Da Bac 2017,Da Bac Hoa Binh Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,21.0487126,104.90424866,Vietnam,VN,Hoa Binh,Xom Tang,24.72,,,COOLR_R,,,,,
