WKT_GEOM,NEW DATASET,ID,OLD DATASET,OLD ID,VERSION,COUNTRY,ACCURACY,START DATE,END DATE,TYPE,TRIGGER,AFFIDABILITY,PSV,DCMV,FATALITIES,INJURIES,NOTES,LINK
POINT (30.196 -1.70799999999997),UGLC,CALC,COOLR_R,12808,2019,Rwanda,ND,2009/05/11,2009/05/11,slide,rainfall,10,CALC,CALC,8.0,1.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: ND",Source: https://doi.org/10.1007/s10346-018-1008-y
POINT (124.8293 8.81520000000006),UGLC,CALC,COOLR_R,1334,2019,Philippines,5000.0,2009/11/24,2009/11/24,slide,rainfall,9,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Lagonglong, description: CAGAYAN DE ORO CITY—Tropical Depression Urduja has caused massive landslides in Misamis Oriental and flooding in this regional center of Northern Mindanao. Landslides were also reported to have occurred in almost all 24 municipalities of Misamis Orient",Source: http://businessmirror.com.ph/home/regions/18960-urduja-causes-landslides-in-misor-flooding-in-cdo.html
POINT (98.1234908790001 17.0740993590001),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Hpa-An Kayin Myanmar 2018",Source: https://doi.org/10.1002/gdj3.145
POINT (102.2681 12.1143000000001),UGLC,CALC,COOLR_R,2589,2019,Thailand,5000.0,2010/10/11,2010/10/11,mudslide,rainfall,9,CALC,CALC,1.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: White Sand beach, Rock Sand Resort, Chang Island, description: A mudslide on Thailand's popular Chang Island killed at least one person Monday and swept away several bungalows, media reports said. Torrential rains that started Sunday night washed away part of the mountainside near White Sand beach, hitting the ring",Source: http://www.monstersandcritics.com/news/asiapacific/news/article_1590458.php/Mudslide-kills-one-at-Thailand-resort-island
POINT (93.814903708 23.3942558850001),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Falam Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (98.07949819 11.72519522),UGLC,CALC,COOLR_R,12629,2019,Myanmar,0.0,1956/01/01,2023/01/01,slide,ND,2,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: ND",Source: https://servir.adpc.net/
POINT (93.59973432 22.5203945800001),UGLC,CALC,COOLR_R,11977,2019,Myanmar,0.0,1956/01/01,2023/01/01,slide,ND,2,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: ND",Source: https://servir.adpc.net/
POINT (-120.344219616 39.3412961770001),UGLC,CALC,COOLR_R,8966,2019,United States,5000.0,2016/07/13,2016/07/13,rock fall,ND,9,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: west of the Donner Summit Rest Area on westbound Interstate 80, California, USA, description: A small rock slide briefly blocked several lanes on westbound Interstate 80 near Donner Lake, according to Caltrans.  The agency tweeted that the slide occurred just west of the Donner Summit Rest Area.  Another tweet sent out at 8:25 p.m. said the inter",Source: http://mynews4.com/news/local/rock-slide-blocks-lanes-on-westbound-i-80-near-donner-lake
POINT (-3.20889999999997 57.5232),UGLC,CALC,COOLR_R,1273,2019,United Kingdom,1000.0,2009/11/01,2009/11/01,slide,rainfall,7,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: A941 at Rothes, description: The A941 at Rothes was closed following a landslip and 30 stranded motorists spent the night at council centres in Keith.",Source: http://news.bbc.co.uk/2/hi/uk_news/scotland/8337149.stm
POINT (104.948492151 20.9480584250001),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Da Bac Hoa Binh Vietnam 2017",Source: https://doi.org/10.1002/gdj3.145
POINT (93.8121305870001 23.6998746560001),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Falam Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (93.8273270660001 23.5818354030001),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Falam Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (-80.3131999999999 40.7217000000001),UGLC,CALC,COOLR_R,7024,2019,United States,5000.0,2015/05/31,2015/05/31,mudslide,rainfall,9,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Fallston, PA, State Route 51, description: Debris was reportedly blocking a part of State Route 51",Source: http://www.weather.com/safety/thunderstorms/news/northeast-east-coast-thunderstorms-flooding-impacts
POINT (93.9073144600001 23.585137193),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Falam Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (97.9110659900001 15.1775814000001),UGLC,CALC,COOLR_R,12427,2019,Myanmar,0.0,1956/01/01,2023/01/01,slide,ND,2,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: ND",Source: https://servir.adpc.net/
POINT (93.833797669 23.317155223),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Falam Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (104.034308017 21.643826265),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Muong La Son La Vietnam 2017",Source: https://doi.org/10.1002/gdj3.145
POINT (93.8945957710001 23.392329837),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Falam Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (93.8646107480001 23.151152188),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Falam Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (-122.3189 47.9161),UGLC,CALC,COOLR_R,6405,2019,United States,50000.0,2014/11/29,2014/11/29,mudslide,ND,9,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Northline Sounder between Everett and Seattle, description: Amtrak and Northline Sounder service between Everett and Seattle won’t resume until 7 p.m. Monday, after a mudslide of trees and debris fell onto the rail line Saturday night. BNSF Railway spokesman Gus Melonas said the slide, south of Everett, occurre",Source: http://blogs.seattletimes.com/today/2014/11/mudslide-blocks-seattle-everett-rail-line/
POINT (103.412457655 22.666056289),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Phong Tho Lai Chau Vietnam 2018",Source: https://doi.org/10.1002/gdj3.145
POINT (104.594466141 21.254696498),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Phu Yen Son La Vietnam 2017",Source: https://doi.org/10.1002/gdj3.145
POINT (94.0652552080001 23.82320022),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Falam Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (104.92506578 20.8612614250001),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Phu Yen Son La Vietnam 2017",Source: https://doi.org/10.1002/gdj3.145
POINT (-79.002992674 39.0045859360001),UGLC,CALC,COOLR_R,11474,2019,United States,1000.0,2018/06/02,2018/06/02,mudslide,rainfall,7,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Valley View Golf Course area, US-220, Moorefield, West Virginia, 26836, description: A landslide was reported along Route 220 just south of Moorefield on Friday night in the area of Valley View Golf Course. There is a thin layer of mud across the road. Elsewhere, several roads are blocked off from flood waters.",Source: http://www.whsv.com/content/news/Landslide-in-Hardy-County-484359321.html
POINT (104.761969092 21.0504541010001),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Phu Yen Son La Vietnam 2017",Source: https://doi.org/10.1002/gdj3.145
POINT (108.4671 15.5721),UGLC,CALC,COOLR_R,1280,2019,Vietnam,5000.0,2009/11/05,2009/11/05,slide,rainfall,9,CALC,CALC,13.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Bac Tra My District, Quang Nam Province, description: Rescue workers have found the bodies of 12 of the 13 people killed in a landslide last week in the central province of Quang Nam. The landslide, which was triggered off in Bac Tra My District on November 5 by Typhoon Mirinae, also left one person badly i",Source: http://www.saigon-gpdaily.com.vn/National/Society/2009/11/75848/
POINT (106.593 17.4468000000001),UGLC,CALC,COOLR_R,2534,2019,Vietnam,50000.0,2010/10/03,2010/10/03,slide,rainfall,9,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: roads and rails between north and south Vietnam, between Dong Hoi rail station and next stop(?),  Quang Binh province, description: In Vietnam, 11 bodies were recovered in the worst-hit province of Quang Binh, where authorities were also searching for five sailors from a sunken barge, disaster official Nguyen Ngoc Giai said. At least seven other bodies were found in Ha Tinh province,",Source: http://vietnamnews.vnagency.com.vn/Social-Isssues/204329/Floods-cause-death-devastation.html
POINT (75.89666866 11.1983892860001),UGLC,CALC,COOLR_R,11576,2019,India,5000.0,2018/08/15,2018/08/15,mudslide,rainfall,9,CALC,CALC,12.0,2.0,"Cooperative Open Online Landslide Repository - NASA, locality: Peringave, Vazhayur, Ernad, Malappuram, Kerala, description: At 12am, nine members of a family were killed when a house collapsed in Peringavu. The landslide occurred when the family reached the house to take the pets to safety after heavy rains flooded the area, trapping the family in the house. In a separate inc",Source: https://english.mathrubhumi.com/mobile/news/kerala/mudslide-kills-seven-in-malappuram-1.3063936
POINT (98.1802489140001 16.8636624980001),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Hpa-An Kayin Myanmar 2018",Source: https://doi.org/10.1002/gdj3.145
POINT (104.919025596 22.7266157820001),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Vi Xuyen Ha Giang Vietnam 2018",Source: https://doi.org/10.1002/gdj3.145
POINT (30.0890000000001 -1.95399999999995),UGLC,CALC,COOLR_R,12820,2019,Rwanda,5000.0,2013/04/15,2013/04/15,ND,rainfall,9,CALC,CALC,1.0,1.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: ND",Source: https://doi.org/10.1007/s10346-018-1008-y
POINT (77.9277000000001 31.5593000000001),UGLC,CALC,COOLR_R,6552,2019,India,5000.0,2014/08/26,2014/08/26,slide,ND,9,CALC,CALC,2.0,3.0,"Cooperative Open Online Landslide Repository - NASA, locality: a village near Bhavanagar, description: Two members of a family were killed and three others injured on Tuesday when boulders fell on their houses in Himachal Pradesh's Kinnaur district, police said.",Source: http://www.firstpost.com/india/landslide-himachal-pradesh-kills-two-1682085.html
POINT (104.447613675 21.534905424),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Tram Tau Yen Bai Vietnam 2017",Source: https://doi.org/10.1002/gdj3.145
POINT (98.137628992 16.8902499020001),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Hpa-An Kayin Myanmar 2018",Source: https://doi.org/10.1002/gdj3.145
POINT (107.88 15.8000000000001),UGLC,CALC,COOLR_R,842,2019,Vietnam,ND,2008/10/12,2008/10/12,slide,rainfall,10,CALC,CALC,6.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Tam Lanh village/Thanh Gia Hill, Quang Nam, description: Six gold miners were buried alive in a landslide that engulfed a makeshift goldmine camp in the central province of Quang Nam",Source: http://www.thanhniennews.com/society/?catid=3&newsid=42905
POINT (102.370444205 19.656746018),UGLC,CALC,COOLR_R,ND,2019,Laos,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Xieng Ngeun Luang Prabang Laos 2018",Source: https://doi.org/10.1002/gdj3.145
POINT (74.4834165490001 42.5811085920001),UGLC,CALC,COOLR_R,13830,2019,Kyrgyzstan,25000.0,2018/07/30,2018/07/30,rock fall,ND,9,CALC,CALC,1.0,7.0,"Cooperative Open Online Landslide Repository - NASA, locality: Skryabin Glacier, Kyrgyzstan, description: A rockslide occurred on the Skryabin Glacier in Ala Archa National Park in Bishkek, Kyrgyzstan",Source: https://sputniknews.com/asia/201807311066814158-kyrgyzstan-tourists-rescue/
POINT (93.929774185 23.552940881),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Falam Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (121.0335 14.6444000000001),UGLC,CALC,COOLR_R,3650,2019,Philippines,50000.0,2011/06/24,2011/06/24,slide,rainfall,9,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Metro Manila, description: Manila: Storm Meari, known as Falcon, left the Philippine area Saturday morning but continued to cause misery to thousands of residents in Metro Manila and Central Luzon provinces.  Around 330,000 residents from four regions, including Metro Manila, have",Source: http://gulfnews.com/news/world/philippines/storm-leaves-philippines-causing-misery-to-thousands-1.827410
POINT (-83.5013 38.1107000000001),UGLC,CALC,COOLR_R,1804,2019,United States,10000.0,2010/05/02,2010/05/02,mudslide,rainfall,9,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Highway 801, Morehead, Rowan County, Ky, description: A mudslide caused by this weekend's heavy rains has closed a road in Rowan County.  Highway 801 in Morehead will be closed until further notice due to the mudslide, which completely covered both lanes of the road.",Source: http://www.lex18.com/news/rowan-county-road-closed-due-to-mudslide
POINT (17.5297222200001 48.9380555600001),UGLC,CALC,COOLR_R,13994,2019,Czech Republic,5000.0,1956/01/01,2023/01/01,slide,rainfall,9,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Blatnicka-Novosady
, description: ND","Source: http://www.idobryden.cz/zpravy/sesuvy-pudy-hrozi-u-javorniku-i-blatnicky/7e4a7a2c-96f3-102e-b3a8-00e0814daf34/;http://hodoninsky.denik.cz/zpravy_region/sesuvum-pudy-v-blatnicce-maji-zabranit-prace-za-trinact-milionu-korun-20150128.html
"
POINT (93.8537368780001 23.4755195970001),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Falam Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (20.9151486060001 41.9313772400001),UGLC,CALC,COOLR_R,13041,2019,The Former Yugoslav Republic of Macedonia,ND,1956/01/01,2023/01/01,ND,ND,10,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: unpopulated, description: ND","Source: Peshevski, I., Jovanovski, M., & Nedelkovska, N. (2018). Landslides in Republic of Macedonia. Unpublished raw data, Ss. Cyril and Methodius University in Skopje,  Skopje,  MK."
POINT (93.897613032 23.280763693),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Falam Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (-79.5516 9.06550000000004),UGLC,CALC,COOLR_R,5562,2019,Panama,25000.0,2013/09/29,2013/09/29,slide,rainfall,9,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Mocambo Abajo, Calle Del Cementerio Municipal De San Miguelito, description: LANDSLIDES, Flooding and constant rains accompanied by strong winds that have affected the country during the last few days have damaged 174 homes in the districts of Panama and SanMiguelito. Nearly 800 people have been affected. According to the report,",Source: http://www.newsroompanama.com/panama/6467--nearly-800-affeccted-by-floods-in-panama-city-region.html
POINT (109.216696081 12.1512417320001),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Nha Trang Khanh Hoa Vietnam 2018",Source: https://doi.org/10.1002/gdj3.145
POINT (-73.1219 -12.3325),UGLC,CALC,COOLR_R,2947,2019,Peru,ND,2011/01/09,2011/01/09,slide,rainfall,10,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: road between Kepashiato(?) and Valley of the Apurimac and Ene(?) rivers(VRAE), La Convencion province, Cusco region, description: LIMA – The flooding, mudslides and highway blockages due to intense rains spread Sunday to the Peruvian regions of Ancash, Cuzco, Huanuco and Pasco with thousands of people reported to be affected, officials said.  Ten kilometers (6.2 miles) of the hig",Source: http://www.laht.com/article.asp?ArticleId=383476&CategoryId=14095
POINT (104.425984161 20.461859604),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Muong Lat Tanh Hoa Vietnam 2018",Source: https://doi.org/10.1002/gdj3.145
POINT (79.6592000000001 29.5987000000001),UGLC,CALC,COOLR_R,4943,2019,India,5000.0,2013/06/17,2013/06/17,slide,rainfall,9,CALC,CALC,4.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Almora, Uttarakhand, description: The Dehradun Met department says the state capital received a record 340 mm of rainfall on Monday and the Met department has forecast more heavy rains in the next 24 hours. Several roads, including the National Highway 24, have been blocked to avoid any",Source: http://ibnlive.in.com/news/uttarakhand-floods-landslides-leave-40-dead-over-60000-stranded/399619-3.html
POINT (85.3183000000001 27.703),UGLC,CALC,COOLR_R,3823,2019,Nepal,25000.0,2011/07/21,2011/07/21,slide,rainfall,9,CALC,CALC,1.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Kathmandu, description: A Dutch trekker has been killed by a landslide in Nepal.  Another trekker and their guide were injured in the landslide in Langtang region north-west of Kathmandu.  The Dutchman is the 12th person to die this week in a series of landslides in the mountai",Source: http://www.bbc.co.uk/news/world-south-asia-14239321
POINT (98.2412835700001 10.0066800000001),UGLC,CALC,COOLR_R,11918,2019,Myanmar,0.0,1956/01/01,2023/01/01,slide,ND,2,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: ND",Source: https://servir.adpc.net/
POINT (93.703649995 22.261602387),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Hakha Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (104.352494879 21.5627949890001),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Tram Tau Yen Bai Vietnam 2017",Source: https://doi.org/10.1002/gdj3.145
POINT (-80.0062 40.4320000000001),UGLC,CALC,COOLR_R,3361,2019,United States,1000.0,2011/04/13,2011/04/13,complex,rainfall,7,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: McArdle roadway, between Granview ave. and Liberty Bridge, Pittsburgh, PA, description: The wet weather may be to blame for a landslide that sent mud and rocks onto a Pittsburgh road.  McArdle Roadway was closed on Wednesday morning between the Liberty Bridge and Grandview Avenue.  The road was closed until after noon while crews cleaned up",Source: http://www.wtae.com/allegheny/27528624/detail.html
POINT (93.515044603 22.956103032),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Falam Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (-120.5021 46.9241000000001),UGLC,CALC,COOLR_R,9241,2019,United States,50000.0,2016/01/23,2016/01/23,rock fall,ND,9,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Yakima River Canyon, description: A rock slide has closed a road through Yakima River Canyon outside Ellensburg.  Transportation officials say the closure on State Route 821 stretches 18 miles from the Roza Dam area to Thrall Road.  The Yakima Herald reports the slide was reported around",Source: http://q13fox.com/2016/01/23/rock-slide-closes-sr-821-outside-ellensburg/
POINT (103.406670969 22.6728316890001),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Phong Tho Lai Chau Vietnam 2018",Source: https://doi.org/10.1002/gdj3.145
POINT (-122.281470636 47.7230660000001),UGLC,CALC,COOLR_R,11230,2019,United States,1000.0,2018/01/27,2018/01/27,slide,rainfall,7,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Burke-Gilman Trl, Seattle, Washington, 98125, description: Trail closed between 42nd PL NE and NE 125th due to two large downed trees and a slide.",Source: http://www.kiro7.com/news/local/mudslide-trees-down-as-wind-rain-moves-through-western-wash/690234011
POINT (93.648388949 22.3357065880001),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Hakha Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (104.530710366 20.5274020100001),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Muong Lat Tanh Hoa Vietnam 2018",Source: https://doi.org/10.1002/gdj3.145
POINT (-119.4919 47.4097),UGLC,CALC,COOLR_R,7784,2019,United States,5000.0,2015/07/19,2015/07/19,rock fall,ND,9,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Soap Lake, description: First responders initially responded to the area for reports of rocks on road because of the cattle on the cliff's edge. The road was closed before the cows began falling off the edge. All 12 cows that fell died at the scene.",Source: http://www.columbiabasinherald.com/news/article_814f7a4c-11ee-11e4-9cb2-0019bb2963f4.html
POINT (93.7641766350001 23.6757557610001),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Falam Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (-123.1173 50.5662),UGLC,CALC,COOLR_R,1171,2019,Canada,5000.0,2009/09/19,2009/09/19,debris flow,rainfall,9,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Capricorn Creek drainage near Meager Creek, Pemberton British Columbia, description: Torrential rains overnight on Sept. 18 to 19 unleashed a massive debris slide in the Capricorn Creek drainage near Meager Creek, knocking out a bridge and overt 200 metres of road roughly 5 km away from the hot springs.",Source: http://www.piquenewsmagazine.com/pique/index.php?content=Meager+closed+1640
POINT (104.079853895 21.5316094300001),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Muong La Son La Vietnam 2017",Source: https://doi.org/10.1002/gdj3.145
POINT (103.803861265 22.162208257),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Than Uyen Lai Chau Vietnam 2018",Source: https://doi.org/10.1002/gdj3.145
POINT (102.516867385 19.7521855270001),UGLC,CALC,COOLR_R,ND,2019,Laos,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Xieng Ngeun Luang Prabang Laos 2018",Source: https://doi.org/10.1002/gdj3.145
POINT (103.237687604 22.216042741),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Sin Ho Lai Chau Vietnam 2018",Source: https://doi.org/10.1002/gdj3.145
POINT (119.3033 28.7835000000001),UGLC,CALC,COOLR_R,9508,2019,China,1000.0,2016/10/04,2016/10/04,slide,rainfall,7,CALC,CALC,27.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Sucun, Suichang, Zhejiang Province, description: The landslide occurred around 5 p.m. on Wednesday in Sucun Village in Suichang County, following a heavy downpour brought by Typhoon Megi.",Source: http://crcconnection.com/2016/10/04/typhoon-megi-search-for-missing-after-china-landslide.html
POINT (-72.2852999999999 18.5135),UGLC,CALC,COOLR_R,3576,2019,Haiti,5000.0,2011/06/07,2011/06/07,slide,rainfall,9,CALC,CALC,13.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Petionville neighborhood, Port-au-Prince, description: Days of heavy rain swelled rivers and flooded camps built to house thousands of evacuees after the 2010 earthquake.  Thirteen people were killed when landslides swept through the upscale suburb of Petionville.   -----  The Associated Press said the casua",Source: http://www.bbc.co.uk/news/world-latin-america-13689711
